title,source,permission,author,description,date,medium,dimensions,institution,department,notes,accession number
"Recto_The United Colonies_7 dollars_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363025/urn-3:HBS.Baker.AC:1083764/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363025_urn-3:HBS.Baker.AC:1083764 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363025_urn-3:HBS.Baker.AC:1083764","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of a single leaf.","1775","ink on paper","7.3 x 9.4 cm.","Q49126","Q42377658","citation: The United Colonies, 7 dollars, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-11/8, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363025_urn-3:HBS.Baker.AC:1083764"
"Verso_The United Colonies_7 dollars_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363025/urn-3:HBS.Baker.AC:1083765/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363025_urn-3:HBS.Baker.AC:1083765 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363025_urn-3:HBS.Baker.AC:1083765","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of a single leaf.","1775","ink on paper","7.3 x 9.4 cm.","Q49126","Q42377658","citation: The United Colonies, 7 dollars, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-11/8, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363025_urn-3:HBS.Baker.AC:1083765"
"Recto_The United Colonies_1 dollar,1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363045/urn-3:HBS.Baker.AC:1083766/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363045_urn-3:HBS.Baker.AC:1083766 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363045_urn-3:HBS.Baker.AC:1083766","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of three different leaves.","1775","ink on paper","7.3 x 9.4 cm.","Q49126","Q42377658","citation: The United Colonies, 1 dollar,1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363045_urn-3:HBS.Baker.AC:1083766"
"Verso_The United Colonies_1 dollar,1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363045/urn-3:HBS.Baker.AC:1083767/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363045_urn-3:HBS.Baker.AC:1083767 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363045_urn-3:HBS.Baker.AC:1083767","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of three different leaves.","1775","ink on paper","7.3 x 9.4 cm.","Q49126","Q42377658","citation: The United Colonies, 1 dollar,1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363045_urn-3:HBS.Baker.AC:1083767"
"Recto_The United Colonies_5 dollars_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363048/urn-3:HBS.Baker.AC:1083768/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363048_urn-3:HBS.Baker.AC:1083768 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363048_urn-3:HBS.Baker.AC:1083768","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of two different leaves.","1775","ink on paper","7.4 x 9.7 cm.","Q49126","Q42377658","citation: The United Colonies, 5 dollars, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363048_urn-3:HBS.Baker.AC:1083768"
"Verso_The United Colonies_5 dollars_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363048/urn-3:HBS.Baker.AC:1083769/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363048_urn-3:HBS.Baker.AC:1083769 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363048_urn-3:HBS.Baker.AC:1083769","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of two different leaves.","1775","ink on paper","7.4 x 9.7 cm.","Q49126","Q42377658","citation: The United Colonies, 5 dollars, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363048_urn-3:HBS.Baker.AC:1083769"
"Recto_The United Colonies_6 dollars_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363050/urn-3:HBS.Baker.AC:1083770/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363050_urn-3:HBS.Baker.AC:1083770 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363050_urn-3:HBS.Baker.AC:1083770","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of a single leaf.","1775","ink on paper","7.3 x 9.6 cm.","Q49126","Q42377658","citation: The United Colonies, 6 dollars, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363050_urn-3:HBS.Baker.AC:1083770"
"Verso_The United Colonies_6 dollars_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363050/urn-3:HBS.Baker.AC:1083771/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363050_urn-3:HBS.Baker.AC:1083771 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363050_urn-3:HBS.Baker.AC:1083771","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of a single leaf.","1775","ink on paper","7.3 x 9.6 cm.","Q49126","Q42377658","citation: The United Colonies, 6 dollars, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363050_urn-3:HBS.Baker.AC:1083771"
"Recto_The United Colonies_5 dollars_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363052/urn-3:HBS.Baker.AC:1083772/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363052_urn-3:HBS.Baker.AC:1083772 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363052_urn-3:HBS.Baker.AC:1083772","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of two different leaves.","1775","ink on paper","7.5 x 9.6 cm.","Q49126","Q42377658","citation: The United Colonies, 5 dollars, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/4, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363052_urn-3:HBS.Baker.AC:1083772"
"Verso_The United Colonies_5 dollars_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363052/urn-3:HBS.Baker.AC:1083773/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363052_urn-3:HBS.Baker.AC:1083773 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363052_urn-3:HBS.Baker.AC:1083773","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of two different leaves.","1775","ink on paper","7.5 x 9.6 cm.","Q49126","Q42377658","citation: The United Colonies, 5 dollars, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/4, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363052_urn-3:HBS.Baker.AC:1083773"
"Recto_The United Colonies_2 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363053/urn-3:HBS.Baker.AC:1083774/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363053_urn-3:HBS.Baker.AC:1083774 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363053_urn-3:HBS.Baker.AC:1083774","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of three different leaves.","1776","ink on paper","7.1 x 9.2 cm.","Q49126","Q42377658","citation: The United Colonies, 2 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-13/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363053_urn-3:HBS.Baker.AC:1083774"
"Verso_The United Colonies_2 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363053/urn-3:HBS.Baker.AC:1083775/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363053_urn-3:HBS.Baker.AC:1083775 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363053_urn-3:HBS.Baker.AC:1083775","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of three different leaves.","1776","ink on paper","7.1 x 9.2 cm.","Q49126","Q42377658","citation: The United Colonies, 2 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-13/3, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363053_urn-3:HBS.Baker.AC:1083775"
"Recto_The United Colonies_3 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363054/urn-3:HBS.Baker.AC:1083776/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363054_urn-3:HBS.Baker.AC:1083776 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363054_urn-3:HBS.Baker.AC:1083776","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of a leaf and fruit.","1776","ink on paper","6.8 x 9.2 cm.","Q49126","Q42377658","citation: The United Colonies, 3 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-13/4, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363054_urn-3:HBS.Baker.AC:1083776"
"Verso_The United Colonies_3 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363054/urn-3:HBS.Baker.AC:1083777/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363054_urn-3:HBS.Baker.AC:1083777 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363054_urn-3:HBS.Baker.AC:1083777","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of a leaf and fruit.","1776","ink on paper","6.8 x 9.2 cm.","Q49126","Q42377658","citation: The United Colonies, 3 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-13/4, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363054_urn-3:HBS.Baker.AC:1083777"
"Recto_The United Colonies_6 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363058/urn-3:HBS.Baker.AC:1083778/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363058_urn-3:HBS.Baker.AC:1083778 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363058_urn-3:HBS.Baker.AC:1083778","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Image depicts a beaver gnawing the trunk of a tree. Verso: nature print of a single leaf.","1776","ink on paper","7.4 x 9.5 cm.","Q49126","Q42377658","citation: The United Colonies, 6 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-13/5, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363058_urn-3:HBS.Baker.AC:1083778"
"Verso_The United Colonies_6 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363058/urn-3:HBS.Baker.AC:1083779/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363058_urn-3:HBS.Baker.AC:1083779 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363058_urn-3:HBS.Baker.AC:1083779","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Image depicts a beaver gnawing the trunk of a tree. Verso: nature print of a single leaf.","1776","ink on paper","7.4 x 9.5 cm.","Q49126","Q42377658","citation: The United Colonies, 6 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-13/5, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363058_urn-3:HBS.Baker.AC:1083779"
"Recto_The United Colonies_7 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363060/urn-3:HBS.Baker.AC:1083780/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363060_urn-3:HBS.Baker.AC:1083780 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363060_urn-3:HBS.Baker.AC:1083780","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of a single leaf.","1776","ink on paper","7.3 x 9.7 cm.","Q49126","Q42377658","citation: The United Colonies, 7 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-13/6, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363060_urn-3:HBS.Baker.AC:1083780"
"Verso_The United Colonies_7 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363060/urn-3:HBS.Baker.AC:1083781/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363060_urn-3:HBS.Baker.AC:1083781 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363060_urn-3:HBS.Baker.AC:1083781","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of a single leaf.","1776","ink on paper","7.3 x 9.7 cm.","Q49126","Q42377658","citation: The United Colonies, 7 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-13/6, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363060_urn-3:HBS.Baker.AC:1083781"
"Recto_Pennsylvania_10 shillings_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363061/urn-3:HBS.Baker.AC:1083782/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363061_urn-3:HBS.Baker.AC:1083782 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363061_urn-3:HBS.Baker.AC:1083782","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name ; George III, King (1738-1820, English) associated name","Paper contains mica flakes. Verso: nature print of a single leaf.","1775","ink on paper","9 x 7.5 cm.","Q49126","Q42377658","citation: Pennsylvania, 10 shillings, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/5, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363061_urn-3:HBS.Baker.AC:1083782"
"Verso_Pennsylvania_10 shillings_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363061/urn-3:HBS.Baker.AC:1083783/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363061_urn-3:HBS.Baker.AC:1083783 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363061_urn-3:HBS.Baker.AC:1083783","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name ; George III, King (1738-1820, English) associated name","Paper contains mica flakes. Verso: nature print of a single leaf.","1775","ink on paper","9 x 7.5 cm.","Q49126","Q42377658","citation: Pennsylvania, 10 shillings, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/5, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363061_urn-3:HBS.Baker.AC:1083783"
"Recto_Pennsylvania_10 shillings_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363062/urn-3:HBS.Baker.AC:1083784/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363062_urn-3:HBS.Baker.AC:1083784 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363062_urn-3:HBS.Baker.AC:1083784","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name ; George III, King (1738-1820, English) associated name","Paper contains mica flakes. Verso: nature print of a single leaf.","1775","ink on paper","8.8 x 6.9 cm.","Q49126","Q42377658","citation: Pennsylvania, 10 shillings, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-13/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363062_urn-3:HBS.Baker.AC:1083784"
"Verso_Pennsylvania_10 shillings_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363062/urn-3:HBS.Baker.AC:1083785/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363062_urn-3:HBS.Baker.AC:1083785 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363062_urn-3:HBS.Baker.AC:1083785","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; Pennsylvania, associated name ; George III, King (1738-1820, English) associated name","Paper contains mica flakes. Verso: nature print of a single leaf.","1775","ink on paper","8.8 x 6.9 cm.","Q49126","Q42377658","citation: Pennsylvania, 10 shillings, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-13/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363062_urn-3:HBS.Baker.AC:1083785"
"Recto_Pennsylvania_40 shillings_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363063/urn-3:HBS.Baker.AC:1083786/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363063_urn-3:HBS.Baker.AC:1083786 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363063_urn-3:HBS.Baker.AC:1083786","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; George III, King (1738-1820, English) associated name ; Pennsylvania, associated name","Paper contains mica flakes. Pennsylvania is spelled: Pensylvania. Verso: nature print of a single leaf.","1775","ink on paper","9.4 x 7.4 cm.","Q49126","Q42377658","citation: Pennsylvania, 40 shillings, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/6, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363063_urn-3:HBS.Baker.AC:1083786"
"Verso_Pennsylvania_40 shillings_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363063/urn-3:HBS.Baker.AC:1083787/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363063_urn-3:HBS.Baker.AC:1083787 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363063_urn-3:HBS.Baker.AC:1083787","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; George III, King (1738-1820, English) associated name ; Pennsylvania, associated name","Paper contains mica flakes. Pennsylvania is spelled: Pensylvania. Verso: nature print of a single leaf.","1775","ink on paper","9.4 x 7.4 cm.","Q49126","Q42377658","citation: Pennsylvania, 40 shillings, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-12/6, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363063_urn-3:HBS.Baker.AC:1083787"
"Recto_Pennsylvania_30 shillngs_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363064/urn-3:HBS.Baker.AC:1083788/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363064_urn-3:HBS.Baker.AC:1083788 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363064_urn-3:HBS.Baker.AC:1083788","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; George III, King (1738-1820, English) associated name ; Pennsylvania, associated name","Paper contains mica flakes. Pennsylvania is spelled: Pensylvania. Verso: nature print of two different leaves.","1775","ink on paper","9 x 7.3 cm.","Q49126","Q42377658","citation: Pennsylvania, 30 shillngs, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-13/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363064_urn-3:HBS.Baker.AC:1083788"
"Verso_Pennsylvania_30 shillngs_1775","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363064/urn-3:HBS.Baker.AC:1083789/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363064_urn-3:HBS.Baker.AC:1083789 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363064_urn-3:HBS.Baker.AC:1083789","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; George III, King (1738-1820, English) associated name ; Pennsylvania, associated name","Paper contains mica flakes. Pennsylvania is spelled: Pensylvania. Verso: nature print of two different leaves.","1775","ink on paper","9 x 7.3 cm.","Q49126","Q42377658","citation: Pennsylvania, 30 shillngs, 1775, 1775. Baker Library, Harvard Business School, Historical Collections, 1-13/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363064_urn-3:HBS.Baker.AC:1083789"
"Recto_The United Colonies_3 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363065/urn-3:HBS.Baker.AC:1083790/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363065_urn-3:HBS.Baker.AC:1083790 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363065_urn-3:HBS.Baker.AC:1083790","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of leaves and fruit.","1776","ink on paper","7.5 x 9.5 cm.","Q49126","Q42377658","citation: The United Colonies, 3 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-14/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363065_urn-3:HBS.Baker.AC:1083790"
"Verso_The United Colonies_3 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363065/urn-3:HBS.Baker.AC:1083791/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363065_urn-3:HBS.Baker.AC:1083791 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363065_urn-3:HBS.Baker.AC:1083791","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of leaves and fruit.","1776","ink on paper","7.5 x 9.5 cm.","Q49126","Q42377658","citation: The United Colonies, 3 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-14/1, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Verso.","MH:VIA W363065_urn-3:HBS.Baker.AC:1083791"
"Recto_The United Colonies_3 dollars_1776","Harvard Hollis Images: https://id.lib.harvard.edu/images/olvwork363070/urn-3:HBS.Baker.AC:1083792/catalog - Harvard Digital Collections: https://id.lib.harvard.edu/digital_collections/W363070_urn-3:HBS.Baker.AC:1083792 - American Currency: https://id.lib.harvard.edu/curiosity/american-currency/66-W363070_urn-3:HBS.Baker.AC:1083792","Rights Statements in evaluation, waiting for OGC. No permission granted.","Hall, David (1714-1772) producer ; Sellers, William (1725-1804) producer ; United States. Continental Congress., associated name","Paper contains mica flakes and blue threads. Verso: nature print of leaves and fruit.","1776","ink on paper","7.4 x 9.6 cm.","Q49126","Q42377658","citation: The United Colonies, 3 dollars, 1776, 1776. Baker Library, Harvard Business School, Historical Collections, 1-14/2, Mss :78 C 1709-1868 976. American Currency Collection. Development of American Capitalism--Money and banking. Recto.","MH:VIA W363070_urn-3:HBS.Baker.AC:1083792"
