"SSID","Filename","Work[33419]","Creator[33420]","Culture[33421]","Title[33422]","Image View Description[33423]","Image View Type[33424]","Date Description[33425]","ARTstor Earliest Date[33426]","ARTstor Latest Date[33427]","Style/Period[33428]","Materials/Techniques[33429]","Measurements[33430]","Artstor Classification[33431]","Work Type[33432]","Repository[33433]","Repository Accession Number[33434]","Location[33435]","Creation/Discovery Site[33436]","Artstor Country[33440]","Description[33441]","Subject[33442]","Relationships[33443]","Reference Sources[33444]","Photographer[33445]","Image Date[33446]","Rights[33447]","Repository Classification Number[33448]","Image Repository[33449]","Image Collection[33450]","Image Accession Number[33451]","Image Accession Date[33452]","Image Classification Number[33453]","Image Type[33454]","Image Associated Name[33455]","Image Start Year[33456]","Image Measurements[33457]","Image End Year[33458]","Image Materials[33459]","Image Support[33460]","Image Subject[33461]","Image Rights[33462]","Image Credit[33463]","Image Notes[33464]","In House Notes[33465]","Send To Harvard[33466]","In House Use Only[33467]","Additional Formats[33470]","Olivia ID[33471]","Olivia Record Info[33472]","Image Requester[33473]","Image Request Date[33474]","Image Source ID[33475]","Image Source Type[33476]","Image Provider[33477]","Image Source Title[33478]","Image Source Alternate Title[33479]","Image Source Author[33480]","Image Source Edition[33481]","Image Source Place Of Publication[33482]","Image Source Publisher[33483]","Image Source Publication Date[33484]","Image Source Date[33485]","Image Source Series Title[33486]","Image Source Reference Number[33487]","Image Source Call Numbers[33488]","Image Source Notes[33489]","Image Source Record Created By[33490]","Volume[33491]","Issue Number[33492]","Year[33493]","Page Plate Number[33494]","Export Only In Group[33495]","Image Technique[33496]","Media URL"
"4090003","drs:urn-3:HBS.Baker.AC:1141687","8000173612","Rawdon, Wright, Hatch & Co. (New York), producer ; Merchants Bank (Boston, Massachusetts), associated name ; Suffolk Bank, associated name",,"Merchants Bank (Massachusetts), 3 dollars, 1854","Recto",,"1854",1854,1854,"Antebellum","ink on paper","7.6 x 17.6 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-37/A",,,,"Printed on off-white paper in black ink. This bill, from the Salem Merchants Bank is marked ""COUNTERFEIT"" by a stencil by the Suffolk Bank. Images include a female figure with a basket, a seated female figure leaning on an anchor, and an allegorical female figure representing Agriculture._x000D_Verso: blank except for one handwritten signature. ; Inscription:""STATE OF MASSACHUSETTS The Merchants Bank Will Pay THREE DOLLARS on demand to the bearer. SALEM. Oct. 8th, 1854"". ; State/Edition:Massachusetts, 1854 ; Note - General:Serial number: ""B"". ; Note in manuscript: signatures of the Cashier and President in brown ink (faded). Stencil in black ink states: ""COUNTERFEIT SUFFOLK BANK W.G."" ; Verso: one signature in brown ink or pencil.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; rosettes ; plows ; sailing vessels ; grains ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365361_1","Record created: 1/25/2007  By: dmurphy Record modified: 9/20/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4090003/representation-view"
"4090004","drs:urn-3:HBS.Baker.AC:1141688","8000173612","Rawdon, Wright, Hatch & Co. (New York), producer ; Merchants Bank (Boston, Massachusetts), associated name ; Suffolk Bank, associated name",,"Merchants Bank (Massachusetts), 3 dollars, 1854","Verso",,"1854",1854,1854,"Antebellum","ink on paper","7.6 x 17.6 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-37/A",,,,"Printed on off-white paper in black ink. This bill, from the Salem Merchants Bank is marked ""COUNTERFEIT"" by a stencil by the Suffolk Bank. Images include a female figure with a basket, a seated female figure leaning on an anchor, and an allegorical female figure representing Agriculture._x000D_Verso: blank except for one handwritten signature. ; Inscription:""STATE OF MASSACHUSETTS The Merchants Bank Will Pay THREE DOLLARS on demand to the bearer. SALEM. Oct. 8th, 1854"". ; State/Edition:Massachusetts, 1854 ; Note - General:Serial number: ""B"". ; Note in manuscript: signatures of the Cashier and President in brown ink (faded). Stencil in black ink states: ""COUNTERFEIT SUFFOLK BANK W.G."" ; Verso: one signature in brown ink or pencil.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; rosettes ; plows ; sailing vessels ; grains ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365361_2","Record created: 1/25/2007  By: dmurphy Record modified: 9/20/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4090004/representation-view"
"4087950","drs:urn-3:HBS.Baker.AC:1141689","8000172021","New England Bank Note Co. (1833-1858) producer ; Quinsigamond Bank, associated name",,"Quinsigamond Bank (Massachusetts), 5 dollars, 1849","Recto",,"1849",1849,1849,"Antebellum","ink on paper","7.4 x 17.3 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-37/B",,,"United States","Printed on off-white paper in black ink. Images include an eagle, anchor, rake, plow, steamships, and sailing vessels._x000D_Verso: blank except of handwritten notation. ; Inscription:""THE PRESIDENT, DIRECTORS and COMPANY OF THE QUINSIGAMOND BANK promise to pay FIVE DOLLARS to ___ or bearer on demand WORCESTER"". ; State/Edition:Massachusetts, 1849 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""1472"", name of bearer, date, and signatures of the Cashier and President in brown ink. Date has a large ""X"" written on it. ; Verso: handwritten notation ""No. 4"".","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; patterns (design elements) ; rosettes ; sailing vessels ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365367_1","Record created: 1/25/2007  By: dmurphy Record modified: 9/20/2007  By: wise Export To VIA Date: 9/21/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4087950/representation-view"
"4087951","drs:urn-3:HBS.Baker.AC:1141690","8000172021","New England Bank Note Co. (1833-1858) producer ; Quinsigamond Bank, associated name",,"Quinsigamond Bank (Massachusetts), 5 dollars, 1849","Verso",,"1849",1849,1849,"Antebellum","ink on paper","7.4 x 17.3 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-37/B",,,"United States","Printed on off-white paper in black ink. Images include an eagle, anchor, rake, plow, steamships, and sailing vessels._x000D_Verso: blank except of handwritten notation. ; Inscription:""THE PRESIDENT, DIRECTORS and COMPANY OF THE QUINSIGAMOND BANK promise to pay FIVE DOLLARS to ___ or bearer on demand WORCESTER"". ; State/Edition:Massachusetts, 1849 ; Note - General:Serial number: ""B"". ; Note in manuscript: issue number ""1472"", name of bearer, date, and signatures of the Cashier and President in brown ink. Date has a large ""X"" written on it. ; Verso: handwritten notation ""No. 4"".","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; patterns (design elements) ; rosettes ; sailing vessels ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365367_2","Record created: 1/25/2007  By: dmurphy Record modified: 9/20/2007  By: wise Export To VIA Date: 9/21/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4087951/representation-view"
"4089011","drs:urn-3:HBS.Baker.AC:1141691","8000172838","Rawdon, Wright, Hatch & Edson (1847-1858) producer ; Mahaiwe Bank, associated name",,"Mahaiwe Bank (Massachusetts), 10 dollars, 1854","Recto",,"1854",1854,1854,"Antebellum","ink on paper","7.7 x 18.1 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-38/1",,,,"Printed on off-white paper in black ink. Images include standing male figure with a plow, stags, a Native American female figure holding an ear of corn and a roman numeral X, and a seated female figure among bundles of grain holding a scythe and caduceus._x000D_Verso: blank except for handwritten notation. ; Inscription:""STATE OF MASSACHUSETTS. THE PRESIDENT, DIRECTORS & Co. OF THE MAHAIWE BANK BERKSHIRE COUNTY Will pay TEN DOLLARS on demand to ___ or bearer. GREAT BARRINGTON,"". ; State/Edition:Massachusetts, 1854 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""7162"", name of bearer, date ""April 1, 1834, and signatures of the Cashier and President in brown ink. ; Verso: date and initials in brown ink.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; railroads ; bridges ; buildings ; cartouches  ; Native Americans ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365375_1","Record created: 1/25/2007  By: dmurphy Record modified: 9/20/2007  By: wise Export To VIA Date: 9/21/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4089011/representation-view"
"4089012","drs:urn-3:HBS.Baker.AC:1141692","8000172838","Rawdon, Wright, Hatch & Edson (1847-1858) producer ; Mahaiwe Bank, associated name",,"Mahaiwe Bank (Massachusetts), 10 dollars, 1854","Verso",,"1854",1854,1854,"Antebellum","ink on paper","7.7 x 18.1 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-38/1",,,,"Printed on off-white paper in black ink. Images include standing male figure with a plow, stags, a Native American female figure holding an ear of corn and a roman numeral X, and a seated female figure among bundles of grain holding a scythe and caduceus._x000D_Verso: blank except for handwritten notation. ; Inscription:""STATE OF MASSACHUSETTS. THE PRESIDENT, DIRECTORS & Co. OF THE MAHAIWE BANK BERKSHIRE COUNTY Will pay TEN DOLLARS on demand to ___ or bearer. GREAT BARRINGTON,"". ; State/Edition:Massachusetts, 1854 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""7162"", name of bearer, date ""April 1, 1834, and signatures of the Cashier and President in brown ink. ; Verso: date and initials in brown ink.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; railroads ; bridges ; buildings ; cartouches  ; Native Americans ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365375_2","Record created: 1/25/2007  By: dmurphy Record modified: 9/20/2007  By: wise Export To VIA Date: 9/21/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4089012/representation-view"
"4088350","drs:urn-3:HBS.Baker.AC:1141693","8000172328","Rawdon, Wright, Hatch & Edson (1847-1858) producer ; Mahaiwe Bank, associated name",,"Mahaiwe Bank (Massachusetts), 10 dollars, 1854","Recto",,"1854",1854,1854,"Antebellum","ink on paper","7.2 x 18 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-38/2",,,,"Printed on off-white paper in black ink. Images include standing male figure with a plow, stags, a Native American female figure holding an ear of corn and a roman numeral X, and a seated female figure among bundles of grain holding a scythe and caduceus. _x000D_Verso: blank. ; Inscription:""STATE OF MASSACHUSETTS. THE PRESIDENT, DIRECTORS & Co. OF THE MAHAIWE BANK BERKSHIRE COUNTY Will pay TEN DOLLARS on demand to ___ or bearer. GREAT BARRINGTON,"". ; State/Edition:Massachusetts, 1854 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""7645"", name of bearer, date ""Dec 1, 1834, and signatures of the Cashier and President in brown ink. The letter ""B"" in upper left in red ink. ; Verso: date and initials in brown ink.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; bridges ; buildings ; cartouches  ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365385_1","Record created: 1/25/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088350/representation-view"
"4088351","drs:urn-3:HBS.Baker.AC:1141694","8000172328","Rawdon, Wright, Hatch & Edson (1847-1858) producer ; Mahaiwe Bank, associated name",,"Mahaiwe Bank (Massachusetts), 10 dollars, 1854","Verso",,"1854",1854,1854,"Antebellum","ink on paper","7.2 x 18 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-38/2",,,,"Printed on off-white paper in black ink. Images include standing male figure with a plow, stags, a Native American female figure holding an ear of corn and a roman numeral X, and a seated female figure among bundles of grain holding a scythe and caduceus. _x000D_Verso: blank. ; Inscription:""STATE OF MASSACHUSETTS. THE PRESIDENT, DIRECTORS & Co. OF THE MAHAIWE BANK BERKSHIRE COUNTY Will pay TEN DOLLARS on demand to ___ or bearer. GREAT BARRINGTON,"". ; State/Edition:Massachusetts, 1854 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""7645"", name of bearer, date ""Dec 1, 1834, and signatures of the Cashier and President in brown ink. The letter ""B"" in upper left in red ink. ; Verso: date and initials in brown ink.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; bridges ; buildings ; cartouches  ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365385_2","Record created: 1/25/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4088351/representation-view"
"4086748","drs:urn-3:HBS.Baker.AC:1141695","8000171083","Rawdon, Wright, Hatch & Edson (1847-1858) producer ; Mahaiwe Bank, associated name",,"Mahaiwe Bank (Massachusetts), 10 dollars, 1854","Recto",,"1854",1854,1854,"Antebellum","ink on paper","7.7 x 18 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-38/3",,,,"Printed on white paper in black ink. Bill marked ""Counterfeit"". Images include standing male figure with a plow, stags, a Native American female figure holding an ear of corn and a roman numeral X, and a seated female figure among bundles of grain holding a scythe and caduceus. _x000D_Verso: blank. ; Inscription:""STATE OF MASSACHUSETTS. THE PRESIDENT, DIRECTORS & Co. OF THE MAHAIWE BANK BERKSHIRE COUNTY Will pay TEN DOLLARS on demand to ___ or bearer. GREAT BARRINGTON,"". ; State/Edition:Massachusetts, 1854 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""7640"", name of bearer, date ""Dec 1, 1834, and signatures of the Cashier and President in brown ink. In upper left ""Counterfeit"" and underlined in brown ink.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; buildings ; bridges ; cartouches  ; Native Americans ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365386_1","Record created: 1/25/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086748/representation-view"
"4086749","drs:urn-3:HBS.Baker.AC:1141696","8000171083","Rawdon, Wright, Hatch & Edson (1847-1858) producer ; Mahaiwe Bank, associated name",,"Mahaiwe Bank (Massachusetts), 10 dollars, 1854","Verso",,"1854",1854,1854,"Antebellum","ink on paper","7.7 x 18 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-38/3",,,,"Printed on white paper in black ink. Bill marked ""Counterfeit"". Images include standing male figure with a plow, stags, a Native American female figure holding an ear of corn and a roman numeral X, and a seated female figure among bundles of grain holding a scythe and caduceus. _x000D_Verso: blank. ; Inscription:""STATE OF MASSACHUSETTS. THE PRESIDENT, DIRECTORS & Co. OF THE MAHAIWE BANK BERKSHIRE COUNTY Will pay TEN DOLLARS on demand to ___ or bearer. GREAT BARRINGTON,"". ; State/Edition:Massachusetts, 1854 ; Note - General:Serial number: ""A"". ; Note in manuscript: issue number ""7640"", name of bearer, date ""Dec 1, 1834, and signatures of the Cashier and President in brown ink. In upper left ""Counterfeit"" and underlined in brown ink.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; buildings ; bridges ; cartouches  ; Native Americans ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365386_2","Record created: 1/25/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086749/representation-view"
"4085190","drs:urn-3:HBS.Baker.AC:1141697","8000169881","New England Bank Note Co. (1833-1858) producer ; Franklin Bank (Boston, Mass.), associated name ; Franklin, Benjamin (1706-1790, American) associated name",,"Franklin Bank (Massachusetts), 10 dollars, 1833","Recto",,"1833",1833,1833,"Antebellum","ink on paper","7.5 x 17.2 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-38/4",,,"United States","Printed on off-white paper in black ink. Images include a portrait of Benjamin Franklin; a standing female figure pouring a drink for a flying eagle; sailing vessels, steamships, printing press, globe, telescope, pastoral scene, and female figure holding stalks above a sitting dog._x000D_Verso: blank except for handwritten notation. ; Inscription:""The President Directors & Company of THE FRANKLIN BANK promise to pay TEN DOLLARS to ___ or bearer on demand. BOSTON"". ; Within border: ""Patent Stereotype Steel Plate"". ; State/Edition:Massachusetts, 1833 ; Note - General:Serial number: ""E"". ; Note in manuscript: issue number, name of bearer, date ""Dec 11, 1833, and signatures of the Cashier and President in brown ink. ; Verso: note in manuscript: ""No. 4"", underlined, in brown ink.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; portrait medallions ; patterns (design elements) ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365387_1","Record created: 1/25/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4085190/representation-view"
"4085191","drs:urn-3:HBS.Baker.AC:1141698","8000169881","New England Bank Note Co. (1833-1858) producer ; Franklin Bank (Boston, Mass.), associated name ; Franklin, Benjamin (1706-1790, American) associated name",,"Franklin Bank (Massachusetts), 10 dollars, 1833","Verso",,"1833",1833,1833,"Antebellum","ink on paper","7.5 x 17.2 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-38/4",,,"United States","Printed on off-white paper in black ink. Images include a portrait of Benjamin Franklin; a standing female figure pouring a drink for a flying eagle; sailing vessels, steamships, printing press, globe, telescope, pastoral scene, and female figure holding stalks above a sitting dog._x000D_Verso: blank except for handwritten notation. ; Inscription:""The President Directors & Company of THE FRANKLIN BANK promise to pay TEN DOLLARS to ___ or bearer on demand. BOSTON"". ; Within border: ""Patent Stereotype Steel Plate"". ; State/Edition:Massachusetts, 1833 ; Note - General:Serial number: ""E"". ; Note in manuscript: issue number, name of bearer, date ""Dec 11, 1833, and signatures of the Cashier and President in brown ink. ; Verso: note in manuscript: ""No. 4"", underlined, in brown ink.","money ; Paper money ; bills of exchange ; borders (ornamental areas) ; portrait medallions ; patterns (design elements) ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365387_2","Record created: 1/25/2007  By: dmurphy Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4085191/representation-view"
"4086460","drs:urn-3:HBS.Baker.AC:1141699","8000170859","New England Bank Note Co. (1833-1858) producer ; Frontier Bank (Eastport, Maine), associated name",,"Frontier Bank, 1 dollar, 1852","Recto",,"1852",1852,1852,"Antebellum","ink on paper","7.3 x 17.4 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-39/1",,,"United States","State/Edition:Maine, 1852 ; Note - General:Note in manuscript:  name of bearer, date ""1852"", and signatures of the cashier and president in black ink.","portrait medallions ; transportation ; female figures ; Paper money ; money ; bills of exchange ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365506_1","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086460/representation-view"
"4086461","drs:urn-3:HBS.Baker.AC:1141700","8000170859","New England Bank Note Co. (1833-1858) producer ; Frontier Bank (Eastport, Maine), associated name",,"Frontier Bank, 1 dollar, 1852","Verso",,"1852",1852,1852,"Antebellum","ink on paper","7.3 x 17.4 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-39/1",,,"United States","State/Edition:Maine, 1852 ; Note - General:Note in manuscript:  name of bearer, date ""1852"", and signatures of the cashier and president in black ink.","portrait medallions ; transportation ; female figures ; Paper money ; money ; bills of exchange ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365506_2","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086461/representation-view"
"4086247","drs:urn-3:HBS.Baker.AC:1141701","8000170690","Toppan, Carpenter, Casilear & Co., producer ; Casco Bank (Portland, Me.), associated name",,"Casco Bank, 5 dollars, 1833","Recto",,"1833",1833,1833,,"ink on paper","7.2 x 17.5 cm.","Decorative Arts, Utilitarian Objects and Interior Design|Prints","currencies ; engravings","Baker Library, Harvard Business School, Historical Collections","2-39/2",,,"United States","State/Edition:Maine, 1833 ; Note - General:Note in manuscript: issue number ""924"", date ""May 2, 1833"", and signatures of the cashier and president in brown ink.","portrait medallions ; swords ; female figures ; sailing vessels ; Paper money ; money ; bills of exchange ; Banking currency","Development of American Capitalism--Money and banking: http://www.library.hbs.edu/hc/ac ; part ofAmerican Currency Collection",,,,"Access Restrictions: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.","Mss :78 C 1709-1868 976","Baker Library, Harvard Business School, Historical Collections",,,,"Mss :78 C 1709-1868 976",,,,,,,,,,,,,1,0,,"W365507_1","Record created: 1/30/2007  By: heintz Record modified: 9/21/2007  By: wise Export To VIA Date: 9/22/2007",,,,,,,,,,,,,,,,,,,,,,,0,,"https://forum.jstor.org/assets/4086247/representation-view"
